word,care_hlcts,fairness_hlcts,loyalty_hlcts,authority_hlcts,sanctity_hlcts,total_seen,seen_care,seen_fairness,seen_loyalty,seen_authority,seen_sanctity,care_pos,care_neg,care_neu,care_sent,fairness_pos,fairness_neg,fairness_neu,fairness_sent,loyalty_pos,loyalty_neg,loyalty_neu,loyalty_sent,authority_pos,authority_neg,authority_neu,authority_sent,sanctity_pos,sanctity_neg,sanctity_neu,sanctity_sent,avg_pos,avg_neg,avg_neu,sum_hl,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,ind_vader,ind_comp,tag,care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,foundation
scandal,7,8,8,10,18,263,50,45,47,60,61,0.043571429,0.468285714,0.488285714,-0.567571429,0.04525,0.583375,0.371375,-0.67995,0.0125,0.532375,0.455125,-0.612975,0.1109,0.3611,0.528,-0.35094,0.012666667,0.488722222,0.498611111,-0.545738889,0,0,0,51,0.14,0.177777778,0.170212766,0.166666667,0.295081967,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",-0.4404,n,0,0,0,0,0,0.14,0.177777778,0.170212766,0.166666667,0.295081967,sanctity.vice
celebrate,2,2,9,2,0,186,31,43,54,34,24,0.7035,0,0.2965,0.7137,0.627,0,0.373,0.76285,0.562333333,0.036888889,0.400888889,0.686888889,0.655,0,0.345,0.7137,0,0,0,0,0,0,0,15,0.064516129,0.046511628,0.166666667,0.058823529,0,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,v,0.064516129,0.046511628,0.166666667,0.058823529,0,0,0,0,0,0,loyalty.virtue
solve,2,1,5,1,3,133,30,25,28,29,21,0.39,0.143,0.467,0.13975,0.686,0.229,0.085,0.6597,0.4784,0.1924,0.329,0.35664,0.686,0.229,0.085,0.6597,0.283333333,0.392,0.325,-0.303366667,0,0,0,12,0.066666667,0.04,0.178571429,0.034482759,0.142857143,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,v,0.066666667,0.04,0.178571429,0.034482759,0.142857143,0,0,0,0,0,loyalty.virtue
honest,9,9,5,4,3,249,64,49,42,41,53,0.487777778,0.092444444,0.419555556,0.575277778,0.461222222,0.062333333,0.476555556,0.521644444,0.4994,0.0308,0.4698,0.61448,0.46975,0.07825,0.452,0.468625,0.561333333,0,0.438666667,0.611933333,0,0,0,30,0.140625,0.183673469,0.119047619,0.097560976,0.056603774,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106,a,0.140625,0.183673469,0.119047619,0.097560976,0.056603774,0,0,0,0,0,fairness.virtue
friends,27,16,32,21,15,1019,211,164,215,228,202,0.510296296,0.124296296,0.36537037,0.435974074,0.4293125,0.2361875,0.3345,0.28888125,0.51321875,0.07296875,0.41384375,0.4802375,0.501333333,0.05552381,0.443095238,0.516752381,0.451333333,0.164666667,0.384,0.329313333,0,0,0,111,0.127962085,0.097560976,0.148837209,0.092105263,0.074257426,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,n,0.127962085,0.097560976,0.148837209,0.092105263,0.074257426,0,0,0,0,0,loyalty.virtue
fake,6,18,7,5,7,314,68,58,82,63,43,0.029333333,0.5865,0.384166667,-0.68185,0.151166667,0.424222222,0.424444444,-0.342044444,0.045,0.444857143,0.510142857,-0.557528571,0.0564,0.5024,0.4412,-0.57734,0.111857143,0.392,0.496142857,-0.475242857,0,0,0,43,0.088235294,0.310344828,0.085365854,0.079365079,0.162790698,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,a,0,0,0,0,0,0.088235294,0.310344828,0.085365854,0.079365079,0.162790698,fairness.vice
importance,6,7,5,7,5,261,56,52,55,55,43,0.314833333,0.268,0.417,-0.0264,0.340285714,0.316,0.343571429,0.076928571,0.3284,0.08,0.5916,0.32722,0.326714286,0.174,0.499142857,0.137142857,0.4288,0.1214,0.4498,0.37756,0,0,0,30,0.107142857,0.134615385,0.090909091,0.127272727,0.11627907,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,n,0.107142857,0.134615385,0.090909091,0.127272727,0.11627907,0,0,0,0,0,fairness.virtue
winner,0,6,2,1,3,162,23,29,45,32,33,0,0,0,0,0.478166667,0.203,0.318833333,0.542683333,0.3575,0.2845,0.3575,0.06785,0.566,0.081,0.354,0.8225,0.465,0.263666667,0.271333333,0.3317,0,0,0,12,0,0.206896552,0.044444444,0.03125,0.090909091,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,n,0,0.206896552,0.044444444,0.03125,0.090909091,0,0,0,0,0,fairness.virtue
helps,9,2,3,1,4,223,52,33,55,46,37,0.370888889,0.083444444,0.545666667,0.465522222,0.33,0,0.67,0.62885,0.326666667,0,0.673333333,0.478033333,0.667,0,0.333,0.7906,0.54,0.10075,0.3595,0.453225,0,0,0,19,0.173076923,0.060606061,0.054545455,0.02173913,0.108108108,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,v,0.173076923,0.060606061,0.054545455,0.02173913,0.108108108,0,0,0,0,0,care.virtue
risk,43,37,29,23,27,1246,230,271,243,270,232,0.080046512,0.441651163,0.478325581,-0.386906977,0.132891892,0.404675676,0.462378378,-0.347767568,0.112793103,0.369517241,0.517655172,-0.289306897,0.131608696,0.40326087,0.465217391,-0.276956522,0.082703704,0.51762963,0.399777778,-0.531977778,0,0,0,159,0.186956522,0.136531365,0.119341564,0.085185185,0.11637931,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",-0.2732,n,0,0,0,0,0,0.186956522,0.136531365,0.119341564,0.085185185,0.11637931,care.vice
critics,9,25,25,27,12,675,145,133,153,145,99,0.138777778,0.422555556,0.438666667,-0.276655556,0.10052,0.43532,0.4642,-0.36654,0.15152,0.42204,0.42656,-0.24648,0.084407407,0.447555556,0.468037037,-0.37732963,0.040833333,0.466916667,0.492333333,-0.542008333,0,0,0,98,0.062068966,0.187969925,0.163398693,0.186206897,0.121212121,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,n,0,0,0,0,0,0.062068966,0.187969925,0.163398693,0.186206897,0.121212121,fairness.vice
truth,6,17,12,12,22,475,85,99,100,96,95,0.4095,0.213833333,0.3765,0.188466667,0.355470588,0.188470588,0.456176471,0.156170588,0.31275,0.26775,0.419416667,-0.027791667,0.336083333,0.18175,0.482333333,0.134225,0.360909091,0.142545455,0.496636364,0.208163636,0,0,0,69,0.070588235,0.171717172,0.12,0.125,0.231578947,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,n,0.070588235,0.171717172,0.12,0.125,0.231578947,0,0,0,0,0,sanctity.virtue
aggressively,3,4,3,5,0,104,18,21,30,24,11,0,0.499666667,0.500333333,-0.5246,0.10925,0.27675,0.61375,-0.187425,0,0.364,0.636,-0.4516,0.1746,0.4124,0.4132,-0.06732,0,0,0,0,0,0,0,15,0.166666667,0.19047619,0.1,0.208333333,0,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,r,0,0,0,0,0,0.166666667,0.19047619,0.1,0.208333333,0,authority.vice
offenses,2,4,6,8,2,143,16,21,27,51,28,0.178,0.4465,0.375,-0.3286,0.0775,0.4895,0.433,-0.589675,0,0.5715,0.4285,-0.690083333,0.013125,0.505875,0.481,-0.5715,0,0.4705,0.5295,-0.3612,0,0,0,22,0.125,0.19047619,0.222222222,0.156862745,0.071428571,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",-0.3612,n,0,0,0,0,0,0.125,0.19047619,0.222222222,0.156862745,0.071428571,loyalty.vice
collapse,12,4,3,4,8,252,58,51,52,50,41,0.05975,0.423333333,0.517,-0.487516667,0.04625,0.5915,0.36225,-0.699775,0.049666667,0.559,0.391333333,-0.757,0.029,0.57425,0.3965,-0.737325,0.023125,0.419625,0.55725,-0.5392875,0,0,0,31,0.206896552,0.078431373,0.057692308,0.08,0.195121951,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,n,0,0,0,0,0,0.206896552,0.078431373,0.057692308,0.08,0.195121951,care.vice
death,97,49,40,39,62,2263,465,419,398,486,495,0.048762887,0.610082474,0.341103093,-0.712507216,0.065102041,0.599326531,0.335530612,-0.711506122,0.06335,0.607275,0.32935,-0.7466925,0.040717949,0.636692308,0.322615385,-0.733594872,0.036548387,0.6155,0.347967742,-0.756872581,0,0,0,287,0.208602151,0.116945107,0.100502513,0.080246914,0.125252525,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5994}",-0.5994,n,0,0,0,0,0,0.208602151,0.116945107,0.100502513,0.080246914,0.125252525,care.vice
popular,9,25,26,25,12,1190,234,258,262,244,194,0.313666667,0.153777778,0.532666667,0.226033333,0.37224,0.18452,0.4434,0.2454,0.390576923,0.107961538,0.501576923,0.310284615,0.38084,0.13772,0.48144,0.247608,0.4225,0.12775,0.44975,0.460183333,0,0,0,97,0.038461538,0.096899225,0.099236641,0.102459016,0.06185567,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,a,0.038461538,0.096899225,0.099236641,0.102459016,0.06185567,0,0,0,0,0,authority.virtue
rigged,4,9,5,7,8,106,28,15,15,31,17,0.12575,0.39275,0.4815,-0.268175,0.169222222,0.519111111,0.311666667,-0.378511111,0.2102,0.2848,0.5048,0.06674,0.044714286,0.471714286,0.483428571,-0.310814286,0.21025,0.377,0.412625,-0.1920875,0,0,0,33,0.142857143,0.6,0.333333333,0.225806452,0.470588235,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",-0.3612,v,0,0,0,0,0,0.142857143,0.6,0.333333333,0.225806452,0.470588235,fairness.vice
ambitious,1,3,2,6,2,128,21,32,24,30,21,0.608,0,0.392,0.4767,0.401,0,0.599,0.4767,0.3645,0,0.6355,0.53805,0.442666667,0.060333333,0.497,0.47645,0.436,0.1365,0.428,0.48845,0,0,0,14,0.047619048,0.09375,0.083333333,0.2,0.095238095,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,a,0.047619048,0.09375,0.083333333,0.2,0.095238095,0,0,0,0,0,authority.virtue
sentence,8,18,3,8,5,425,74,112,63,84,92,0.190125,0.395375,0.414625,-0.4553375,0.300555556,0.290277778,0.409055556,-0.162616667,0.255666667,0,0.744333333,0.1189,0.222,0.2505,0.527625,-0.2785625,0.3034,0.2842,0.4122,-0.0691,0,0,0,42,0.108108108,0.160714286,0.047619048,0.095238095,0.054347826,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}",0.0772,n,0.108108108,0.160714286,0.047619048,0.095238095,0.054347826,0,0,0,0,0,fairness.virtue
original,7,7,6,6,5,364,73,74,89,72,56,0.287714286,0.082428571,0.629714286,0.269571429,0.294857143,0.196142857,0.508857143,0.023428571,0.5115,0.090666667,0.3975,0.483716667,0.458,0.060833333,0.481,0.399066667,0.3182,0.0956,0.5862,0.22998,0,0,0,31,0.095890411,0.094594595,0.06741573,0.083333333,0.089285714,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,a,0.095890411,0.094594595,0.06741573,0.083333333,0.089285714,0,0,0,0,0,care.virtue
questioning,1,4,9,8,5,194,29,40,57,32,36,0.157,0.549,0.294,-0.4588,0.101,0.31725,0.582,-0.156925,0.158777778,0.268777778,0.572555556,-0.0136,0.10125,0.342125,0.556875,-0.2457,0.2792,0.165,0.5562,0.33752,0,0,0,27,0.034482759,0.1,0.157894737,0.25,0.138888889,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",-0.1027,v,0,0,0,0,0,0.034482759,0.1,0.157894737,0.25,0.138888889,authority.vice
attackers,7,2,0,0,1,110,30,25,19,11,25,0.043428571,0.604,0.352428571,-0.764314286,0,0.6445,0.3555,-0.7905,0,0,0,0,0,0,0,0,0,0.63,0.37,-0.8807,0,0,0,10,0.233333333,0.08,0,0,0.04,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",-0.5719,n,0,0,0,0,0,0.233333333,0.08,0,0,0.04,care.vice
killed,205,72,61,62,68,2221,443,467,486,439,387,0.030063415,0.621117073,0.34884878,-0.750022927,0.041055556,0.593958333,0.364972222,-0.756377778,0.030491803,0.599081967,0.370377049,-0.75764918,0.037532258,0.586419355,0.376112903,-0.746170968,0.027176471,0.626441176,0.346367647,-0.745836765,0,0,0,468,0.46275395,0.154175589,0.125514403,0.141230068,0.175710594,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6705}",-0.6705,v,0,0,0,0,0,0.46275395,0.154175589,0.125514403,0.141230068,0.175710594,care.vice
sharing,9,5,15,5,9,223,47,32,55,49,41,0.467333333,0.077888889,0.454777778,0.538011111,0.4452,0.1172,0.4376,0.42724,0.5264,0.066333333,0.407266667,0.507473333,0.4736,0.0352,0.491,0.57294,0.517111111,0.070222222,0.412666667,0.592677778,0,0,0,43,0.191489362,0.15625,0.272727273,0.102040816,0.219512195,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,v,0.191489362,0.15625,0.272727273,0.102040816,0.219512195,0,0,0,0,0,loyalty.virtue
cuts,6,13,9,4,2,289,47,62,66,64,50,0.132166667,0.355333333,0.5125,-0.31665,0.095307692,0.356,0.548769231,-0.272315385,0.058111111,0.443777778,0.498111111,-0.387211111,0.074,0.35625,0.56975,-0.370125,0,0.4525,0.5475,-0.59715,0,0,0,34,0.127659574,0.209677419,0.136363636,0.0625,0.04,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,n,0,0,0,0,0,0.127659574,0.209677419,0.136363636,0.0625,0.04,fairness.vice
accusing,2,9,7,8,3,153,26,40,30,38,19,0,0.664,0.336,-0.6873,0.106777778,0.525555556,0.367777778,-0.440455556,0.050285714,0.449571429,0.500142857,-0.330142857,0.11875,0.38125,0.500375,-0.3717375,0.059333333,0.512333333,0.428,-0.4643,0,0,0,29,0.076923077,0.225,0.233333333,0.210526316,0.157894737,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}",-0.1779,v,0,0,0,0,0,0.076923077,0.225,0.233333333,0.210526316,0.157894737,loyalty.vice
attack,82,57,54,49,38,1709,324,385,370,316,314,0.086792683,0.565804878,0.347378049,-0.610384146,0.074912281,0.508859649,0.416210526,-0.608678947,0.070407407,0.5445,0.385055556,-0.561985185,0.061897959,0.488040816,0.450020408,-0.572814286,0.043947368,0.600842105,0.355210526,-0.661747368,0,0,0,280,0.25308642,0.148051948,0.145945946,0.155063291,0.121019108,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,n,0,0,0,0,0,0.25308642,0.148051948,0.145945946,0.155063291,0.121019108,care.vice
liberty,1,2,8,3,7,226,51,28,53,32,62,0.745,0,0.255,0.8934,0.601,0.2945,0.1045,0.19105,0.443375,0.214875,0.34175,0.3034875,0.622333333,0.136,0.241666667,0.539733333,0.656714286,0.137142857,0.206142857,0.615957143,0,0,0,21,0.019607843,0.071428571,0.150943396,0.09375,0.112903226,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",0.5267,n,0.019607843,0.071428571,0.150943396,0.09375,0.112903226,0,0,0,0,0,loyalty.virtue
loss,11,7,8,11,5,471,88,93,100,113,77,0.044454545,0.555181818,0.400454545,-0.614290909,0.206571429,0.431,0.362428571,-0.186728571,0.16225,0.469,0.368875,-0.25595,0.099181818,0.457,0.443909091,-0.4622,0.2608,0.2836,0.4556,0.00212,0,0,0,42,0.125,0.075268817,0.08,0.097345133,0.064935065,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,n,0,0,0,0,0,0.125,0.075268817,0.08,0.097345133,0.064935065,care.vice
value,20,16,14,10,12,571,110,131,89,124,117,0.4876,0.1082,0.40425,0.367875,0.3749375,0.0459375,0.579125,0.37465625,0.437214286,0.038071429,0.524714286,0.440907143,0.3022,0.1118,0.586,0.24335,0.368,0.142833333,0.489166667,0.184875,0,0,0,72,0.181818182,0.122137405,0.157303371,0.080645161,0.102564103,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",0.34,n,0.181818182,0.122137405,0.157303371,0.080645161,0.102564103,0,0,0,0,0,care.virtue
strengthen,7,7,7,9,5,193,32,45,37,39,40,0.265142857,0.082714286,0.652,0.265328571,0.455285714,0,0.544714286,0.535928571,0.454857143,0,0.545142857,0.551271429,0.392777778,0.015888889,0.591333333,0.456288889,0.424,0,0.576,0.55248,0,0,0,35,0.21875,0.155555556,0.189189189,0.230769231,0.125,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,v,0.21875,0.155555556,0.189189189,0.230769231,0.125,0,0,0,0,0,authority.virtue
dump,1,5,3,3,1,92,17,22,18,19,16,0,0.302,0.698,-0.3818,0.2542,0.3008,0.445,0.16954,0.086,0.402333333,0.511666667,-0.337866667,0.188,0.208,0.604333333,0.099333333,0.158,0.411,0.431,-0.6486,0,0,0,13,0.058823529,0.227272727,0.166666667,0.157894737,0.0625,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",-0.3818,v,0,0,0,0,0,0.058823529,0.227272727,0.166666667,0.157894737,0.0625,fairness.vice
demanding,7,3,5,9,3,160,30,26,30,32,42,0.090285714,0.426142857,0.483571429,-0.343142857,0.216,0.536666667,0.247333333,-0.458866667,0.188,0.3262,0.4856,-0.07664,0.061333333,0.410555556,0.528111111,-0.350822222,0.107333333,0.355,0.537666667,-0.273366667,0,0,0,27,0.233333333,0.115384615,0.166666667,0.28125,0.071428571,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",-0.2263,v,0,0,0,0,0,0.233333333,0.115384615,0.166666667,0.28125,0.071428571,authority.vice
suffer,9,4,4,5,6,213,46,37,38,41,51,0.029,0.540666667,0.430333333,-0.579088889,0.11075,0.39475,0.49425,-0.54555,0,0.64025,0.35975,-0.77385,0,0.6202,0.3798,-0.6707,0.052,0.564833333,0.383166667,-0.574766667,0,0,0,28,0.195652174,0.108108108,0.105263158,0.12195122,0.117647059,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,v,0,0,0,0,0,0.195652174,0.108108108,0.105263158,0.12195122,0.117647059,care.vice
avoid,29,18,9,16,13,695,132,144,141,142,137,0.080103448,0.44762069,0.472241379,-0.485917241,0.081888889,0.423722222,0.494277778,-0.404505556,0.048555556,0.391333333,0.56,-0.443144444,0.09425,0.4130625,0.4926875,-0.39150625,0.047846154,0.518615385,0.433538462,-0.535376923,0,0,0,85,0.21969697,0.125,0.063829787,0.112676056,0.094890511,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,v,0,0,0,0,0,0.21969697,0.125,0.063829787,0.112676056,0.094890511,care.vice
hatred,12,9,12,5,6,187,36,38,35,36,42,0.14675,0.571083333,0.28225,-0.526216667,0.142444444,0.492,0.365555556,-0.484777778,0.096166667,0.582666667,0.32125,-0.613391667,0,0.484,0.516,-0.66518,0.099166667,0.65,0.251,-0.584866667,0,0,0,44,0.333333333,0.236842105,0.342857143,0.138888889,0.142857143,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6369}",-0.6369,n,0,0,0,0,0,0.333333333,0.236842105,0.342857143,0.138888889,0.142857143,loyalty.vice
opportunities,13,14,6,7,3,325,79,63,75,58,50,0.363923077,0.072615385,0.563461538,0.315861538,0.371428571,0.057214286,0.571285714,0.419292857,0.440666667,0.030333333,0.529,0.559633333,0.537857143,0.077142857,0.385,0.460714286,0.345333333,0.158333333,0.496333333,0.202533333,0,0,0,43,0.164556962,0.222222222,0.08,0.120689655,0.06,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,n,0.164556962,0.222222222,0.08,0.120689655,0.06,0,0,0,0,0,fairness.virtue
friend,12,13,22,12,11,705,173,126,151,116,139,0.507,0.09575,0.39725,0.449766667,0.378153846,0.110692308,0.511307692,0.397876923,0.565363636,0.037727273,0.396863636,0.58365,0.580333333,0,0.419666667,0.701725,0.413818182,0.115272727,0.470818182,0.392563636,0,0,0,70,0.069364162,0.103174603,0.145695364,0.103448276,0.079136691,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,n,0.069364162,0.103174603,0.145695364,0.103448276,0.079136691,0,0,0,0,0,loyalty.virtue
fan,6,1,3,2,0,125,29,23,24,29,20,0.2825,0.236333333,0.481166667,-0.029983333,0.434,0,0.566,0.3182,0.254,0.308333333,0.437666667,-0.102,0.248,0.515,0.2375,-0.37635,0,0,0,0,0,0,0,12,0.206896552,0.043478261,0.125,0.068965517,0,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,n,0.206896552,0.043478261,0.125,0.068965517,0,0,0,0,0,0,care.virtue
loves,3,2,8,1,0,86,16,16,23,14,17,0.492333333,0.263666667,0.244,0.462866667,0.6415,0,0.3585,0.7602,0.677375,0.07075,0.251875,0.731725,0.59,0,0.41,0.802,0,0,0,0,0,0,0,14,0.1875,0.125,0.347826087,0.071428571,0,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,v,0.1875,0.125,0.347826087,0.071428571,0,0,0,0,0,0,loyalty.virtue
warnings,5,2,3,4,1,111,37,17,15,25,17,0.1326,0.3612,0.5062,-0.25552,0.0845,0.309,0.6065,-0.296,0.058,0.504333333,0.437666667,-0.353633333,0.04325,0.31525,0.64125,-0.278575,0,0.574,0.426,-0.6597,0,0,0,15,0.135135135,0.117647059,0.2,0.16,0.058823529,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,n,0,0,0,0,0,0.135135135,0.117647059,0.2,0.16,0.058823529,loyalty.vice
fatalities,9,4,0,4,5,157,30,34,18,35,41,0.059777778,0.530888889,0.409333333,-0.730733333,0,0.4535,0.5465,-0.65745,0,0,0,0,0.03975,0.60675,0.35375,-0.64695,0.0434,0.5084,0.4484,-0.59228,0,0,0,22,0.3,0.117647059,0,0.114285714,0.12195122,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5994}",-0.5994,n,0,0,0,0,0,0.3,0.117647059,0,0.114285714,0.12195122,care.vice
encouraged,9,3,12,10,8,236,40,48,60,41,47,0.337888889,0.233555556,0.428444444,-0.058233333,0.266333333,0.471,0.262666667,-0.418866667,0.328583333,0.188166667,0.483083333,0.020258333,0.5627,0.0737,0.3636,0.49869,0.36525,0.039625,0.595125,0.4236125,0,0,0,42,0.225,0.0625,0.2,0.243902439,0.170212766,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,v,0.225,0.0625,0.2,0.243902439,0.170212766,0,0,0,0,0,authority.virtue
freely,0,5,2,1,1,93,16,27,20,16,14,0,0,0,0,0.4856,0.0488,0.4656,0.57548,0.48,0,0.52,0.48355,0.42,0,0.58,0.7003,0.655,0,0.345,0.6908,0,0,0,9,0,0.185185185,0.1,0.0625,0.071428571,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,r,0,0.185185185,0.1,0.0625,0.071428571,0,0,0,0,0,fairness.virtue
certain,15,18,14,12,16,810,150,179,163,196,122,0.327133333,0.186733333,0.486266667,0.063086667,0.393222222,0.094666667,0.512055556,0.291383333,0.2715,0.092428571,0.636071429,0.139457143,0.314583333,0.10525,0.580166667,0.222575,0.3914375,0.101625,0.5069375,0.26811875,0,0,0,75,0.1,0.100558659,0.085889571,0.06122449,0.131147541,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,a,0.1,0.100558659,0.085889571,0.06122449,0.131147541,0,0,0,0,0,sanctity.virtue
ensuring,3,7,3,6,5,184,34,37,29,45,39,0.292666667,0.099,0.608333333,0.339833333,0.469714286,0.024714286,0.505571429,0.687028571,0.523666667,0.046,0.430333333,0.542933333,0.483,0.097,0.42,0.323016667,0.4098,0.159,0.4312,0.28144,0,0,0,24,0.088235294,0.189189189,0.103448276,0.133333333,0.128205128,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,v,0.088235294,0.189189189,0.103448276,0.133333333,0.128205128,0,0,0,0,0,fairness.virtue
liberties,3,3,0,5,3,269,62,64,44,43,56,0.437,0.243666667,0.319,0.164666667,0.401,0.162666667,0.436333333,0.3719,0,0,0,0,0.5148,0.0524,0.4328,0.57906,0.481,0,0.519,0.5795,0,0,0,14,0.048387097,0.046875,0,0.11627907,0.053571429,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106,n,0.048387097,0.046875,0,0.11627907,0.053571429,0,0,0,0,0,authority.virtue
ignore,5,4,3,6,6,157,26,37,35,25,34,0.08,0.5106,0.4094,-0.551,0.0855,0.4755,0.439,-0.453225,0,0.595,0.405,-0.5526,0.2195,0.31,0.4705,-0.032533333,0.046,0.510833333,0.443166667,-0.4872,0,0,0,24,0.192307692,0.108108108,0.085714286,0.24,0.176470588,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",-0.3612,v,0,0,0,0,0,0.192307692,0.108108108,0.085714286,0.24,0.176470588,authority.vice
disappointed,2,2,7,1,2,94,12,26,29,15,12,0,0.5055,0.4945,-0.71875,0,0.496,0.504,-0.67485,0.181428571,0.471714286,0.346857143,-0.258485714,0.195,0.336,0.469,-0.2023,0.0545,0.496,0.45,-0.5308,0,0,0,14,0.166666667,0.076923077,0.24137931,0.066666667,0.166666667,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,v,0,0,0,0,0,0.166666667,0.076923077,0.24137931,0.066666667,0.166666667,loyalty.vice
affected,21,14,18,12,4,570,127,111,108,122,102,0.063857143,0.423857143,0.512333333,-0.279347619,0.215642857,0.261071429,0.523214286,0.101342857,0.144888889,0.286666667,0.568555556,-0.023416667,0.125916667,0.326333333,0.547833333,-0.210383333,0.06675,0.4225,0.511,-0.2898,0,0,0,69,0.165354331,0.126126126,0.166666667,0.098360656,0.039215686,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",-0.1531,v,0,0,0,0,0,0.165354331,0.126126126,0.166666667,0.098360656,0.039215686,loyalty.vice
seriously,6,10,5,9,2,338,64,80,75,72,47,0.077833333,0.552166667,0.37,-0.606333333,0.1461,0.3634,0.4905,-0.06996,0.0934,0.4476,0.459,-0.30834,0,0.390444444,0.609555556,-0.309066667,0.1725,0.1645,0.663,0.07015,0,0,0,32,0.09375,0.125,0.066666667,0.125,0.042553191,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}",-0.1779,r,0,0,0,0,0,0.09375,0.125,0.066666667,0.125,0.042553191,fairness.vice
