word,care_hlcts,fairness_hlcts,loyalty_hlcts,authority_hlcts,sanctity_hlcts,total_seen,seen_care,seen_fairness,seen_loyalty,seen_authority,seen_sanctity,care_pos,care_neg,care_neu,care_sent,fairness_pos,fairness_neg,fairness_neu,fairness_sent,loyalty_pos,loyalty_neg,loyalty_neu,loyalty_sent,authority_pos,authority_neg,authority_neu,authority_sent,sanctity_pos,sanctity_neg,sanctity_neu,sanctity_sent,avg_pos,avg_neg,avg_neu,sum_hl,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,ind_vader,ind_comp,tag,care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,foundation
liked,0,1,5,2,2,107,17,21,29,23,17,0,0,0,0,0.649,0,0.351,0.7506,0.4108,0.0406,0.5486,0.41356,0.4475,0,0.5525,0.4215,0.3855,0,0.6145,0.4215,0,0,0,10,0,0.047619048,0.172413793,0.086956522,0.117647059,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,v,0,0.047619048,0.172413793,0.086956522,0.117647059,0,0,0,0,0,loyalty.virtue
successor,2,2,9,2,2,192,35,43,46,30,38,0.3145,0,0.6855,0.2263,0.5355,0,0.4645,0.33335,0.460777778,0.087777778,0.451333333,0.289366667,0.3595,0.05,0.5905,0.47685,0.3315,0,0.6685,0.2263,0,0,0,17,0.057142857,0.046511628,0.195652174,0.066666667,0.052631579,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",0.2263,n,0.057142857,0.046511628,0.195652174,0.066666667,0.052631579,0,0,0,0,0,loyalty.virtue
effective,15,9,4,11,10,487,100,109,80,115,83,0.394066667,0.1756,0.4304,0.222826667,0.379666667,0.113,0.507333333,0.387566667,0.359,0.10075,0.54025,0.376675,0.391363636,0.129636364,0.478909091,0.242227273,0.4106,0.1356,0.4539,0.3848,0,0,0,49,0.15,0.082568807,0.05,0.095652174,0.120481928,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,a,0.15,0.082568807,0.05,0.095652174,0.120481928,0,0,0,0,0,care.virtue
agreement,13,20,27,11,7,930,199,219,224,138,150,0.409384615,0.189846154,0.400769231,0.183230769,0.447,0.12835,0.42475,0.39254,0.515666667,0.118111111,0.366259259,0.476222222,0.433090909,0.186545455,0.380363636,0.2719,0.5,0.163428571,0.336571429,0.450014286,0,0,0,78,0.065326633,0.091324201,0.120535714,0.079710145,0.046666667,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,n,0.065326633,0.091324201,0.120535714,0.079710145,0.046666667,0,0,0,0,0,loyalty.virtue
fit,2,3,2,4,5,208,59,31,36,48,36,0.35,0.211,0.439,-0.02555,0.312333333,0.140666667,0.547,0.1238,0.3785,0.1945,0.427,0.3586,0.33475,0.11925,0.546,0.3835,0.327,0.2752,0.3976,0.00402,0,0,0,16,0.033898305,0.096774194,0.055555556,0.083333333,0.138888889,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,v,0.033898305,0.096774194,0.055555556,0.083333333,0.138888889,0,0,0,0,0,sanctity.virtue
expand,15,8,14,12,8,419,85,92,86,75,82,0.346866667,0.044466667,0.608666667,0.30384,0.378375,0.0925,0.529125,0.26175,0.470428571,0.079,0.450571429,0.403707143,0.419083333,0.119666667,0.46125,0.286516667,0.38025,0.020625,0.599125,0.503575,0,0,0,57,0.176470588,0.086956522,0.162790698,0.16,0.097560976,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,v,0.176470588,0.086956522,0.162790698,0.16,0.097560976,0,0,0,0,0,care.virtue
killing,53,29,27,16,28,699,138,164,134,141,123,0.022358491,0.590415094,0.387207547,-0.768603774,0.036068966,0.594586207,0.36937931,-0.756796552,0.047296296,0.564148148,0.388555556,-0.716214815,0.071875,0.5855625,0.3425,-0.7234875,0.011,0.657071429,0.331928571,-0.788332143,0,0,0,153,0.384057971,0.176829268,0.201492537,0.113475177,0.227642276,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6597}",-0.6597,n,0,0,0,0,0,0.384057971,0.176829268,0.201492537,0.113475177,0.227642276,care.vice
fatal,8,5,3,2,3,170,36,39,25,37,33,0.13925,0.4545,0.40625,-0.4888125,0.1834,0.4298,0.3868,-0.49396,0,0.584666667,0.415333333,-0.723033333,0.1085,0.7,0.1915,-0.7291,0.072333333,0.633666667,0.294,-0.7387,0,0,0,21,0.222222222,0.128205128,0.12,0.054054054,0.090909091,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,a,0,0,0,0,0,0.222222222,0.128205128,0.12,0.054054054,0.090909091,care.vice
fresh,2,7,5,3,8,242,45,43,48,50,57,0.5485,0.259,0.1925,0.1289,0.302142857,0.107714286,0.590285714,0.280357143,0.3978,0.1816,0.4206,0.18778,0.311333333,0.194666667,0.494,0.0778,0.39325,0.25375,0.353125,0.0284875,0,0,0,25,0.044444444,0.162790698,0.104166667,0.06,0.140350877,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,a,0.044444444,0.162790698,0.104166667,0.06,0.140350877,0,0,0,0,0,fairness.virtue
cleared,5,2,2,0,0,71,19,13,11,11,17,0.2848,0.1416,0.5736,-0.12906,0.2975,0.094,0.608,0.12925,0.2875,0.09,0.6225,0.22135,0,0,0,0,0,0,0,0,0,0,0,9,0.263157895,0.153846154,0.181818182,0,0,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",0.1027,v,0.263157895,0.153846154,0.181818182,0,0,0,0,0,0,0,care.virtue
prejudice,4,6,9,8,5,129,23,26,27,28,25,0.03825,0.5865,0.375,-0.747325,0,0.479833333,0.520166667,-0.675433333,0,0.507555556,0.492444444,-0.775544444,0.020375,0.489,0.490625,-0.7429875,0.025,0.5174,0.4576,-0.78988,0,0,0,32,0.173913043,0.230769231,0.333333333,0.285714286,0.2,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",-0.5106,n,0,0,0,0,0,0.173913043,0.230769231,0.333333333,0.285714286,0.2,loyalty.vice
accepting,1,6,3,3,3,151,22,26,36,35,32,0.41,0.29,0.3,0.0516,0.402,0.061666667,0.536333333,0.2765,0.407333333,0.254666667,0.338,0.129166667,0.462333333,0,0.537666667,0.513966667,0.276666667,0.375333333,0.348333333,-0.253466667,0,0,0,16,0.045454545,0.230769231,0.083333333,0.085714286,0.09375,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,v,0.045454545,0.230769231,0.083333333,0.085714286,0.09375,0,0,0,0,0,fairness.virtue
trapped,8,6,1,1,5,138,25,30,33,24,26,0.04425,0.525375,0.43025,-0.6894625,0,0.562333333,0.437666667,-0.608216667,0,0.766,0.234,-0.9201,0,0.873,0.127,-0.7845,0.0792,0.5168,0.404,-0.73258,0,0,0,21,0.32,0.2,0.03030303,0.041666667,0.192307692,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",-0.5267,v,0,0,0,0,0,0.32,0.2,0.03030303,0.041666667,0.192307692,care.vice
special,22,19,18,15,11,1042,239,217,200,210,178,0.396090909,0.100045455,0.503909091,0.29695,0.424789474,0.090315789,0.484894737,0.443536842,0.435111111,0.095055556,0.469777778,0.365805556,0.3392,0.1168,0.544133333,0.206826667,0.447272727,0.033545455,0.519181818,0.458454545,0,0,0,85,0.092050209,0.087557604,0.09,0.071428571,0.061797753,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,a,0.092050209,0.087557604,0.09,0.071428571,0.061797753,0,0,0,0,0,care.virtue
backing,0,6,3,5,1,161,26,36,37,27,35,0,0,0,0,0.308666667,0.109833333,0.5815,0.103566667,0.397333333,0.180333333,0.422,0.226666667,0.454,0.2274,0.3188,0.30744,0.602,0,0.398,0.8779,0,0,0,15,0,0.166666667,0.081081081,0.185185185,0.028571429,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0258}",0.0258,v,0,0.166666667,0.081081081,0.185185185,0.028571429,0,0,0,0,0,authority.virtue
swiftly,1,6,2,3,0,96,11,20,22,26,17,0.146,0.391,0.464,-0.5719,0.3965,0,0.6035,0.33705,0.3735,0.3535,0.273,0.04685,0.384666667,0.095666667,0.519666667,0.159766667,0,0,0,0,0,0,0,12,0.090909091,0.3,0.090909091,0.115384615,0,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,r,0.090909091,0.3,0.090909091,0.115384615,0,0,0,0,0,0,fairness.virtue
fear,37,27,43,34,25,1156,213,229,241,241,232,0.050108108,0.531459459,0.418432432,-0.606451351,0.04837037,0.47637037,0.475222222,-0.556592593,0.079837209,0.513697674,0.406488372,-0.522576744,0.100970588,0.462441176,0.436558824,-0.463344118,0.09156,0.45368,0.4548,-0.507988,0,0,0,166,0.17370892,0.11790393,0.178423237,0.141078838,0.107758621,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,n,0,0,0,0,0,0.17370892,0.11790393,0.178423237,0.141078838,0.107758621,loyalty.vice
helping,26,16,14,14,15,650,133,118,122,143,134,0.424192308,0.083884615,0.491923077,0.322815385,0.3515625,0.147625,0.5008125,0.19066875,0.385142857,0.093071429,0.521857143,0.278928571,0.398428571,0.048428571,0.553142857,0.402528571,0.393733333,0.136933333,0.469333333,0.32058,0,0,0,85,0.195488722,0.13559322,0.114754098,0.097902098,0.111940299,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,v,0.195488722,0.13559322,0.114754098,0.097902098,0.111940299,0,0,0,0,0,care.virtue
playing,0,6,6,2,6,209,42,45,34,45,43,0,0,0,0,0.303,0.104833333,0.592166667,0.27585,0.322,0.085833333,0.592,0.2969,0.2385,0.256,0.5055,-0.1459,0.354833333,0.169333333,0.475833333,0.083633333,0,0,0,20,0,0.133333333,0.176470588,0.044444444,0.139534884,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,v,0,0.133333333,0.176470588,0.044444444,0.139534884,0,0,0,0,0,loyalty.virtue
hope,29,20,24,22,26,1541,332,299,312,296,302,0.50837931,0.089896552,0.401724138,0.426703448,0.4054,0.119,0.47565,0.39136,0.421333333,0.108375,0.470291667,0.4070125,0.498818182,0.054181818,0.446863636,0.470931818,0.504923077,0.097038462,0.398153846,0.512276923,0,0,0,121,0.087349398,0.066889632,0.076923077,0.074324324,0.086092715,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,n,0.087349398,0.066889632,0.076923077,0.074324324,0.086092715,0,0,0,0,0,care.virtue
loyal,5,2,8,6,0,152,30,29,37,24,32,0.45,0.221,0.329,0.13654,0.453,0.1365,0.41,0.59215,0.489625,0.120375,0.39,0.4031125,0.622333333,0,0.377666667,0.746616667,0,0,0,0,0,0,0,21,0.166666667,0.068965517,0.216216216,0.25,0,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,a,0.166666667,0.068965517,0.216216216,0.25,0,0,0,0,0,0,authority.virtue
reached,6,8,6,6,1,544,99,124,121,112,88,0.383833333,0.12,0.496166667,0.018466667,0.52375,0.02675,0.4495,0.478175,0.531,0,0.469,0.4166,0.260166667,0.1135,0.626333333,0.09965,0.135,0,0.865,0.1027,0,0,0,27,0.060606061,0.064516129,0.049586777,0.053571429,0.011363636,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",0.1027,v,0.060606061,0.064516129,0.049586777,0.053571429,0.011363636,0,0,0,0,0,fairness.virtue
litigation,2,6,1,8,3,300,48,51,41,73,91,0.046,0.263,0.6905,-0.1901,0.176166667,0.364833333,0.459166667,-0.2392,0,0.205,0.795,-0.2023,0.166625,0.359,0.474375,-0.129625,0.114,0.236666667,0.649333333,-0.075566667,0,0,0,20,0.041666667,0.117647059,0.024390244,0.109589041,0.032967033,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",-0.2023,n,0,0,0,0,0,0.041666667,0.117647059,0.024390244,0.109589041,0.032967033,fairness.vice
enemies,12,7,10,9,13,277,57,53,52,52,63,0.085666667,0.483333333,0.431083333,-0.560533333,0.098571429,0.499571429,0.402,-0.390114286,0.0365,0.5438,0.4196,-0.69832,0.188,0.505888889,0.305888889,-0.556811111,0.088,0.547076923,0.364923077,-0.497484615,0,0,0,51,0.210526316,0.132075472,0.192307692,0.173076923,0.206349206,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,n,0,0,0,0,0,0.210526316,0.132075472,0.192307692,0.173076923,0.206349206,care.vice
gain,6,7,11,1,5,310,58,81,59,59,53,0.555833333,0.1295,0.315,0.576,0.495142857,0.114285714,0.390571429,0.599428571,0.475727273,0.116363636,0.408090909,0.470290909,0.531,0,0.469,0.5267,0.5032,0.1508,0.3462,0.4539,0,0,0,30,0.103448276,0.086419753,0.186440678,0.016949153,0.094339623,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",0.5267,n,0.103448276,0.086419753,0.186440678,0.016949153,0.094339623,0,0,0,0,0,loyalty.virtue
dangerous,36,17,18,29,13,804,171,148,179,162,146,0.060055556,0.540888889,0.399027778,-0.645327778,0.098176471,0.464882353,0.436882353,-0.500288235,0.1135,0.413111111,0.473388889,-0.369533333,0.083241379,0.461413793,0.455413793,-0.480489655,0.041307692,0.622076923,0.336615385,-0.7442,0,0,0,113,0.210526316,0.114864865,0.100558659,0.179012346,0.089041096,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,a,0,0,0,0,0,0.210526316,0.114864865,0.100558659,0.179012346,0.089041096,care.vice
destroying,6,7,2,1,5,103,22,25,13,18,25,0.129833333,0.511166667,0.359,-0.50295,0.099714286,0.537,0.363571429,-0.471114286,0,0.545,0.455,-0.5574,0,0.545,0.455,-0.5574,0,0.5852,0.4148,-0.68942,0,0,0,21,0.272727273,0.28,0.153846154,0.055555556,0.2,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",-0.5574,v,0,0,0,0,0,0.272727273,0.28,0.153846154,0.055555556,0.2,fairness.vice
gross,7,4,1,3,2,135,34,23,29,24,25,0.092,0.607857143,0.299857143,-0.644285714,0.11075,0.379,0.50975,-0.4646,0,0.508,0.492,-0.4767,0,0.524,0.476,-0.6216,0,0.372,0.628,-0.50115,0,0,0,17,0.205882353,0.173913043,0.034482759,0.125,0.08,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,a,0,0,0,0,0,0.205882353,0.173913043,0.034482759,0.125,0.08,care.vice
boycott,5,3,5,0,5,122,30,21,30,11,30,0.0176,0.598,0.3844,-0.69684,0.181666667,0.208666667,0.609333333,-0.0376,0.0806,0.3688,0.5506,-0.22394,0,0,0,0,0.044,0.4252,0.5308,-0.33588,0,0,0,18,0.166666667,0.142857143,0.166666667,0,0.166666667,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,n,0,0,0,0,0,0.166666667,0.142857143,0.166666667,0,0.166666667,care.vice
sentenced,6,11,2,6,1,199,52,34,27,40,46,0,0.573833333,0.426166667,-0.6165,0.082727273,0.467636364,0.449636364,-0.393118182,0,0.3415,0.6585,-0.27625,0.0355,0.4955,0.468833333,-0.348383333,0,0.524,0.476,-0.5267,0,0,0,26,0.115384615,0.323529412,0.074074074,0.15,0.02173913,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0258}",-0.0258,v,0,0,0,0,0,0.115384615,0.323529412,0.074074074,0.15,0.02173913,fairness.vice
passionate,3,1,9,6,3,152,25,31,37,37,22,0.679666667,0,0.320333333,0.618466667,0.362,0,0.638,0.5267,0.618666667,0,0.381333333,0.686144444,0.589666667,0,0.410333333,0.695216667,0.498333333,0,0.501666667,0.622566667,0,0,0,22,0.12,0.032258065,0.243243243,0.162162162,0.136363636,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",0.5267,a,0.12,0.032258065,0.243243243,0.162162162,0.136363636,0,0,0,0,0,loyalty.virtue
support,95,74,146,115,43,3348,644,718,722,653,611,0.428431579,0.109105263,0.462505263,0.347965263,0.406527027,0.101189189,0.49227027,0.363066216,0.442671233,0.100863014,0.456486301,0.359171918,0.455078261,0.101252174,0.443678261,0.344482609,0.417906977,0.111186047,0.470976744,0.400034884,0,0,0,473,0.147515528,0.103064067,0.202216066,0.17611026,0.070376432,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,n,0.147515528,0.103064067,0.202216066,0.17611026,0.070376432,0,0,0,0,0,loyalty.virtue
enemy,9,11,7,12,11,310,68,66,57,64,55,0.039888889,0.512555556,0.447555556,-0.596377778,0.042818182,0.490818182,0.466272727,-0.619081818,0.117428571,0.568142857,0.314285714,-0.505542857,0.069416667,0.521583333,0.408916667,-0.559741667,0.092727273,0.568181818,0.339,-0.643018182,0,0,0,50,0.132352941,0.166666667,0.122807018,0.1875,0.2,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,n,0,0,0,0,0,0.132352941,0.166666667,0.122807018,0.1875,0.2,sanctity.vice
charged,21,36,12,16,21,653,106,156,117,143,131,0.05552381,0.566666667,0.377761905,-0.591166667,0.069694444,0.497555556,0.432888889,-0.480261111,0.132666667,0.349166667,0.518166667,-0.268375,0.0628125,0.5120625,0.4251875,-0.53595625,0.089285714,0.475190476,0.435761905,-0.41757619,0,0,0,106,0.198113208,0.230769231,0.102564103,0.111888112,0.160305344,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",-0.2023,v,0,0,0,0,0,0.198113208,0.230769231,0.102564103,0.111888112,0.160305344,fairness.vice
justice,15,44,32,26,17,2490,435,510,533,521,491,0.4154,0.222,0.3626,0.250966667,0.481272727,0.20775,0.311,0.321593182,0.45328125,0.191125,0.35559375,0.353715625,0.418769231,0.143153846,0.438115385,0.367892308,0.381588235,0.272411765,0.346117647,0.056864706,0,0,0,134,0.034482759,0.08627451,0.060037523,0.049904031,0.034623218,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",0.5267,n,0.034482759,0.08627451,0.060037523,0.049904031,0.034623218,0,0,0,0,0,fairness.virtue
saved,5,1,6,1,1,134,25,27,33,31,18,0.4302,0,0.5698,0.4215,0.144,0.497,0.359,-0.7845,0.484833333,0.111,0.403833333,0.322766667,0.189,0,0.811,0.4215,0.144,0.497,0.359,-0.7845,0,0,0,14,0.2,0.037037037,0.181818182,0.032258065,0.055555556,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,v,0.2,0.037037037,0.181818182,0.032258065,0.055555556,0,0,0,0,0,care.virtue
defenders,2,5,4,3,2,90,15,22,20,13,20,0.348,0,0.652,0.0772,0.3802,0.1046,0.5152,0.16314,0.373,0.13775,0.4895,0.2242,0.215,0.288333333,0.496666667,-0.289266667,0.216,0.285,0.499,-0.29125,0,0,0,16,0.133333333,0.227272727,0.2,0.230769231,0.1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}",0.0772,n,0.133333333,0.227272727,0.2,0.230769231,0.1,0,0,0,0,0,authority.virtue
violations,7,12,11,14,11,309,57,59,59,77,57,0.022,0.558714286,0.419285714,-0.623557143,0.05025,0.52875,0.421,-0.627841667,0.022272727,0.503363636,0.474363636,-0.614054545,0.061285714,0.498428571,0.440285714,-0.594042857,0.056545455,0.532181818,0.411363636,-0.647036364,0,0,0,55,0.122807018,0.203389831,0.186440678,0.181818182,0.192982456,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",-0.5267,n,0,0,0,0,0,0.122807018,0.203389831,0.186440678,0.181818182,0.192982456,fairness.vice
undermine,17,18,13,16,9,301,59,64,57,60,61,0.238117647,0.407705882,0.354117647,-0.157770588,0.174444444,0.373055556,0.452444444,-0.165727778,0.137769231,0.393538462,0.468769231,-0.240607692,0.1461875,0.4258125,0.428,-0.2866,0.133555556,0.503111111,0.363444444,-0.361044444,0,0,0,73,0.288135593,0.28125,0.228070175,0.266666667,0.147540984,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,v,0,0,0,0,0,0.288135593,0.28125,0.228070175,0.266666667,0.147540984,care.vice
outstanding,4,4,5,1,2,98,20,14,17,28,19,0.72025,0.02775,0.252,0.840675,0.65975,0.07925,0.261,0.7248,0.4102,0.1734,0.4164,0.51722,0.354,0.236,0.41,0.5106,0.488,0.1585,0.3535,0.5615,0,0,0,16,0.2,0.285714286,0.294117647,0.035714286,0.105263158,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6124}",0.6124,a,0.2,0.285714286,0.294117647,0.035714286,0.105263158,0,0,0,0,0,loyalty.virtue
lost,32,32,23,24,25,1340,268,283,261,287,242,0.08840625,0.44359375,0.4680625,-0.436403125,0.110375,0.39190625,0.49778125,-0.291709375,0.138434783,0.417304348,0.444217391,-0.220595652,0.179083333,0.407,0.413875,-0.280620833,0.17644,0.45396,0.36968,-0.283612,0,0,0,136,0.119402985,0.113074205,0.088122605,0.083623693,0.103305785,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,v,0,0,0,0,0,0.119402985,0.113074205,0.088122605,0.083623693,0.103305785,care.vice
committed,21,15,31,14,18,587,117,122,129,117,102,0.290761905,0.287380952,0.421809524,-0.141242857,0.418466667,0.2252,0.356333333,0.032626667,0.319516129,0.198806452,0.481709677,0.002964516,0.382428571,0.141142857,0.476428571,0.239842857,0.385333333,0.190111111,0.424611111,0.172855556,0,0,0,99,0.179487179,0.12295082,0.240310078,0.11965812,0.176470588,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,v,0.179487179,0.12295082,0.240310078,0.11965812,0.176470588,0,0,0,0,0,loyalty.virtue
arrest,14,12,6,11,7,394,73,89,75,87,70,0.0375,0.518857143,0.443642857,-0.636028571,0.06525,0.50175,0.433,-0.564825,0.045333333,0.552166667,0.4025,-0.58385,0.057454545,0.401,0.541636364,-0.369127273,0,0.583285714,0.416714286,-0.734285714,0,0,0,50,0.191780822,0.134831461,0.08,0.126436782,0.1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,n,0,0,0,0,0,0.191780822,0.134831461,0.08,0.126436782,0.1,care.vice
struggled,7,1,6,5,6,176,39,28,41,36,32,0.071,0.427857143,0.501,-0.324571429,0,0.375,0.625,-0.34,0.120333333,0.296,0.584,-0.183316667,0.0792,0.3742,0.5466,-0.3406,0.098333333,0.301166667,0.600333333,-0.151233333,0,0,0,25,0.179487179,0.035714286,0.146341463,0.138888889,0.1875,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,v,0,0,0,0,0,0.179487179,0.035714286,0.146341463,0.138888889,0.1875,sanctity.vice
abandoned,12,4,15,3,5,249,52,55,52,48,42,0.084083333,0.530166667,0.385666667,-0.486983333,0.12225,0.41675,0.461,-0.3337,0.043066667,0.563333333,0.393533333,-0.583773333,0,0.435,0.565,-0.5653,0.1678,0.3536,0.4786,-0.3353,0,0,0,39,0.230769231,0.072727273,0.288461538,0.0625,0.119047619,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",-0.4588,v,0,0,0,0,0,0.230769231,0.072727273,0.288461538,0.0625,0.119047619,loyalty.vice
inspired,5,2,5,3,4,183,32,40,34,41,36,0.3568,0.22,0.423,-0.01548,0.4105,0.1535,0.4365,0.4921,0.6086,0.131,0.2604,0.4866,0.455333333,0.232,0.313,0.225433333,0.6565,0,0.3435,0.70155,0,0,0,19,0.15625,0.05,0.147058824,0.073170732,0.111111111,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,v,0.15625,0.05,0.147058824,0.073170732,0.111111111,0,0,0,0,0,care.virtue
perpetrators,1,5,1,4,0,88,18,20,19,15,16,0.131,0.596,0.273,-0.8176,0.071,0.3558,0.5732,-0.40808,0.141,0.709,0.151,-0.8834,0.1035,0.616,0.2805,-0.4833,0,0,0,0,0,0,0,11,0.055555556,0.25,0.052631579,0.266666667,0,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",-0.25,n,0,0,0,0,0,0.055555556,0.25,0.052631579,0.266666667,0,authority.vice
desire,6,4,5,6,4,231,37,58,52,44,40,0.424166667,0.24,0.336,0.1869,0.477,0.061,0.462,0.460475,0.439,0.0868,0.4742,0.32782,0.372666667,0.201333333,0.426166667,0.22615,0.222,0.42325,0.35525,-0.41805,0,0,0,25,0.162162162,0.068965517,0.096153846,0.136363636,0.1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,n,0.162162162,0.068965517,0.096153846,0.136363636,0.1,0,0,0,0,0,care.virtue
supporting,12,11,9,8,6,374,87,75,68,82,62,0.442166667,0.1335,0.42425,0.434216667,0.447454545,0.163545455,0.389,0.257245455,0.502666667,0.148444444,0.349,0.525177778,0.413125,0.1605,0.4265,0.2926125,0.4815,0.193,0.325666667,0.335083333,0,0,0,46,0.137931034,0.146666667,0.132352941,0.097560976,0.096774194,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,v,0.137931034,0.146666667,0.132352941,0.097560976,0.096774194,0,0,0,0,0,fairness.virtue
clearly,6,20,9,8,7,539,109,139,99,104,88,0.422833333,0.156166667,0.420833333,0.2516,0.355,0.1556,0.48935,0.165675,0.494333333,0.092888889,0.412666667,0.431144444,0.38975,0.13525,0.474625,0.2854625,0.453,0.138,0.408857143,0.299857143,0,0,0,50,0.055045872,0.143884892,0.090909091,0.076923077,0.079545455,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,r,0.055045872,0.143884892,0.090909091,0.076923077,0.079545455,0,0,0,0,0,fairness.virtue
free,36,71,23,26,29,1367,250,304,283,276,254,0.467111111,0.066666667,0.46625,0.549258333,0.448253521,0.07,0.481760563,0.484867606,0.449869565,0.091130435,0.459086957,0.488408696,0.430576923,0.130807692,0.438615385,0.404707692,0.464172414,0.056413793,0.479448276,0.537234483,0,0,0,185,0.144,0.233552632,0.081272085,0.094202899,0.114173228,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106,a,0.144,0.233552632,0.081272085,0.094202899,0.114173228,0,0,0,0,0,fairness.virtue
entitled,0,5,1,1,1,67,12,16,13,11,15,0,0,0,0,0.521,0.1568,0.3224,0.49788,0.561,0.235,0.204,0.4939,0.667,0,0.333,0.7906,0.291,0.365,0.345,-0.128,0,0,0,8,0,0.3125,0.076923077,0.090909091,0.066666667,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,v,0,0.3125,0.076923077,0.090909091,0.066666667,0,0,0,0,0,fairness.virtue
